2018/11/30,13.2,8,1,8.7,8,1,19.0,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.1,8,ñkêº,8,1,10.4,8,1,1023.4,8,1,69,8,1,47,8,1,5.3,8,1,11.31,8,1,6.4,8,ñkêº,8,1,ìÏìÏìå,8,1,1025.2,8,1,1023.8,0,8,1
2018/12/1,13.9,8,1,10.9,8,1,18.8,8,1,0,1,8,1,6.3,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,6.1,8,ñk,8,1,11.0,8,1,1023.3,8,1,70,8,1,49,8,1,7.5,8,1,10.31,8,1,8.9,8,ñk,8,1,ìÏìå,8,1,1025.1,8,1,1023.6,0,8,1
2018/12/2,14.8,8,1,9.8,8,1,21.3,8,1,1.0,0,8,1,4.8,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,3.8,8,ìÏìå,8,1,12.9,8,1,1021.7,8,1,77,8,1,44,8,1,6.0,8,1,8.13,8,1,6.6,8,ìå,8,1,ìåìÏìå,8,1,1023.5,8,1,1021.0,0,8,1
2018/12/3,18.0,8,1,15.6,8,1,20.2,8,1,22.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,3.0,8,1,5.4,8,ìÏìå,8,1,17.9,8,1,1017.0,8,1,87,8,1,79,8,1,9.5,8,1,4.17,8,1,10.2,8,ìÏìÏìå,8,1,ìÏìå,8,1,1018.8,8,1,1016.3,0,8,1
2018/12/4,19.7,8,1,16.3,8,1,26.0,8,1,1.0,0,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,8.6,8,ìÏìÏêº,8,1,18.9,8,1,1013.3,8,1,83,8,1,59,8,1,9.5,8,1,7.08,8,1,15.8,8,ìÏêº,8,1,ñk,8,1,1015.1,8,1,1011.3,0,8,1
2018/12/5,15.7,8,1,12.9,8,1,17.9,8,1,0,1,8,1,5.2,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,7.1,8,ñk,8,1,11.6,8,1,1019.6,8,1,65,8,1,45,8,1,5.8,8,1,9.08,8,1,10.8,8,ñkñkêº,8,1,ñk,8,1,1021.4,8,1,1019.2,0,8,1
2018/12/6,14.0,8,1,12.2,8,1,15.3,8,1,4.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,7.3,8,ñkñkêº,8,1,12.7,8,1,1016.0,8,1,79,8,1,63,8,1,10.0,8,1,1.40,8,1,12.8,8,ñkñkêº,8,1,ñkêº,8,1,1017.8,8,1,1016.1,0,8,1
2018/12/7,9.3,8,1,5.5,8,1,13.1,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,5.1,8,1,8.0,8,ñkñkêº,8,1,7.2,8,1,1023.2,8,1,59,8,1,44,8,1,10.0,8,1,1.79,8,1,13.9,8,ñk,8,1,ñkñkêº,8,1,1025.0,8,1,1020.1,0,8,1
2018/12/8,6.0,8,1,4.4,8,1,7.7,8,1,0.0,0,8,1,3.7,0,8,1,0,1,8,1,0,1,8,1,5.2,8,1,7.9,8,ñkñkêº,8,1,4.9,8,1,1027.7,8,1,52,8,1,40,8,1,9.0,8,1,8.14,8,1,13.3,8,ñkñkêº,8,1,ñkñkêº,8,1,1029.6,8,1,1028.2,0,8,1
2018/12/9,5.6,8,1,4.2,8,1,8.1,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,0,1,8,1,3.9,8,1,7.6,8,ñkñkêº,8,1,4.8,8,1,1029.5,8,1,53,8,1,44,8,1,9.3,8,1,4.85,8,1,12.5,8,ñkñkêº,8,1,ñk,8,1,1031.4,8,1,1030.1,0,8,1
2018/12/10,7.1,8,1,4.0,8,1,11.1,8,1,0,1,8,1,3.6,0,8,1,0,1,8,1,0,1,8,1,1.5,8,1,3.8,8,ñkìå,8,1,6.2,8,1,1027.8,8,1,62,8,1,47,8,1,5.5,8,1,7.25,8,1,6.8,8,ìåñkìå,8,1,ìÏìÏìå,8,1,1029.7,8,1,1028.0,0,8,1
2018/12/11,8.5,8,1,4.7,8,1,10.0,8,1,14.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.6,8,1,3.9,8,ìåìÏìå,8,1,9.6,8,1,1021.2,8,1,85,8,1,62,8,1,10.0,8,1,1.66,8,1,7.2,8,ìÏìå,8,1,ìÏìå,8,1,1023.1,8,1,1019.5,0,8,1
2018/12/12,10.0,8,1,8.2,8,1,12.0,8,1,1.5,0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,5.1,8,1,9.6,8,ñk,8,1,7.9,8,1,1021.6,8,1,64,8,1,48,8,1,9.0,8,1,5.23,8,1,14.9,8,ñk,8,1,ñk,8,1,1023.5,8,1,1020.1,0,8,1
2018/12/13,7.9,8,1,4.9,8,1,10.2,8,1,0.0,0,8,1,0.7,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,6.4,8,êºñkêº,8,1,6.4,8,1,1025.2,8,1,61,8,1,46,8,1,8.8,8,1,3.28,8,1,10.5,8,êº,8,1,êºñkêº,8,1,1027.1,8,1,1025.8,0,8,1
2018/12/14,8.2,8,1,6.6,8,1,10.4,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,0,1,8,1,3.5,8,1,7.1,8,ñk,8,1,5.8,8,1,1028.0,8,1,54,8,1,41,8,1,7.8,8,1,8.06,8,1,10.9,8,ñk,8,1,ñk,8,1,1029.9,8,1,1027.8,0,8,1
2018/12/15,7.7,8,1,3.2,8,1,13.0,8,1,0,1,8,1,8.8,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.0,8,ñkñkêº,8,1,6.8,8,1,1028.0,8,1,65,8,1,46,8,1,2.8,8,1,12.24,8,1,4.4,8,ìÏìå,8,1,ìÏìå,8,1,1029.8,8,1,1027.2,0,8,1
2018/12/16,8.3,8,1,4.6,8,1,10.3,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,5.0,8,ìÏìå,8,1,9.3,8,1,1018.7,8,1,84,8,1,66,8,1,8.0,8,1,1.61,8,1,7.5,8,ìÏìå,8,1,ìÏìÏìå,8,1,1020.5,8,1,1015.4,0,8,1
2018/12/17,10.4,8,1,8.1,8,1,12.2,8,1,0.0,0,8,1,2.4,0,8,1,0,1,8,1,0,1,8,1,4.1,8,1,7.2,8,êºñkêº,8,1,7.4,8,1,1015.2,8,1,60,8,1,43,8,1,7.0,8,1,5.89,8,1,15.5,8,ñkñkêº,8,1,êºñkêº,8,1,1017.0,8,1,1014.8,0,8,1
2018/12/18,9.8,8,1,6.9,8,1,12.0,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,0,1,8,1,2.9,8,1,5.5,8,ñkêº,8,1,6.7,8,1,1019.6,8,1,55,8,1,44,8,1,6.8,8,1,3.76,8,1,10.5,8,ñkêº,8,1,êº,8,1,1021.4,8,1,1019.5,0,8,1
2018/12/19,10.3,8,1,4.8,8,1,16.8,8,1,0,1,8,1,4.9,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.8,8,êºìÏêº,8,1,8.5,8,1,1020.9,8,1,68,8,1,47,8,1,4.8,8,1,8.83,8,1,8.9,8,êºìÏêº,8,1,ìÏìå,8,1,1022.7,8,1,1021.3,0,8,1
