2016/11/30,13.0,8,1,8.4,8,1,17.0,8,1,2.5,0,8,1,2.5,0,8,1,0,1,8,1,0,1,5,1,2.0,8,1,4.2,8,ìÏ,8,1,9.9,8,1,1024.4,8,1,67,8,1,50,8,1,8.3,8,1,7.56,8,1,8.2,8,ìÏìÏêº,8,1,ìÏìå,8,1,1026.2,8,1,1022.6,0,8,1
2016/12/1,14.2,8,1,12.5,8,1,16.1,8,1,0.5,0,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,2.8,8,1,5.2,8,êºñkêº,8,1,10.5,8,1,1022.5,8,1,65,8,1,47,8,1,10.0,8,1,4.51,8,1,10.7,8,êºìÏêº,8,1,êº,8,1,1024.3,8,1,1022.6,0,8,1
2016/12/2,11.6,8,1,7.7,8,1,15.1,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,6.9,8,ñk,8,1,8.3,8,1,1026.0,8,1,61,8,1,49,8,1,5.8,8,1,11.32,8,1,11.2,8,ñk,8,1,ñk,8,1,1027.8,8,1,1026.0,0,8,1
2016/12/3,10.6,8,1,5.8,8,1,17.1,8,1,0,1,8,1,7.8,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,3.1,8,ñkñkêº,8,1,8.6,8,1,1023.8,8,1,68,8,1,34,8,1,3.5,8,1,11.68,8,1,4.6,8,ñk,8,1,ìÏìÏìå,8,1,1025.7,8,1,1022.8,0,8,1
2016/12/4,11.3,8,1,7.8,8,1,13.9,8,1,6.5,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,1.5,8,1,3.9,8,ìÏìå,8,1,11.6,8,1,1017.1,8,1,86,8,1,68,8,1,8.3,8,1,2.05,8,1,7.5,8,ìå,8,1,ìÏìå,8,1,1018.9,8,1,1015.9,0,8,1
2016/12/5,12.4,8,1,8.7,8,1,16.1,8,1,0,1,8,1,3.2,0,8,1,0,1,8,1,0,1,8,1,1.4,8,1,2.7,8,ìÏìå,8,1,12.4,8,1,1016.1,8,1,87,8,1,70,8,1,8.5,8,1,7.55,8,1,5.5,8,êºìÏêº,8,1,ìÏìå,8,1,1017.9,8,1,1016.5,0,8,1
2016/12/6,11.3,8,1,6.2,8,1,15.6,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,0,1,8,1,4.0,8,1,8.6,8,ñk,8,1,7.6,8,1,1020.4,8,1,57,8,1,42,8,1,2.8,8,1,10.32,8,1,14.8,8,ñk,8,1,ñk,8,1,1022.2,8,1,1018.1,0,8,1
2016/12/7,8.8,8,1,4.5,8,1,13.3,8,1,0.0,0,8,1,5.4,0,8,1,0,1,8,1,0,1,8,1,2.4,8,1,5.5,8,êºìÏêº,8,1,7.3,8,1,1019.9,8,1,66,8,1,39,8,1,4.0,8,1,9.08,8,1,9.7,8,êºìÏêº,8,1,ìÏìå,8,1,1021.7,8,1,1020.1,0,8,1
2016/12/8,10.6,8,1,6.5,8,1,14.5,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,0,1,8,1,1.9,8,1,4.1,8,ìÏìå,8,1,8.3,8,1,1017.4,8,1,66,8,1,43,8,1,4.5,8,1,10.49,8,1,7.2,8,ìÏìå,8,1,ìÏìå,8,1,1019.3,8,1,1016.2,0,8,1
2016/12/9,12.4,8,1,8.7,8,1,16.5,8,1,3.0,0,8,1,5.3,0,8,1,0,1,8,1,0,1,8,1,2.5,8,1,5.7,8,êºñkêº,8,1,9.7,8,1,1015.1,8,1,68,8,1,43,8,1,6.3,8,1,8.64,8,1,12.8,8,êºñkêº,8,1,êºñkêº,8,1,1016.9,8,1,1014.8,0,8,1
2016/12/10,10.6,8,1,7.4,8,1,15.4,8,1,0,1,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,2.1,8,1,5.0,8,ñkñkêº,8,1,8.1,8,1,1019.8,8,1,64,8,1,38,8,1,5.0,8,1,10.75,8,1,7.7,8,ñkñkêº,8,1,ñkñkêº,8,1,1021.7,8,1,1019.6,0,8,1
2016/12/11,9.4,8,1,4.8,8,1,14.7,8,1,0,1,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,2.0,8,1,6.6,8,ñkñkìå,8,1,7.1,8,1,1023.4,8,1,62,8,1,41,8,1,4.8,8,1,12.60,8,1,11.0,8,ñk,8,1,ìåìÏìå,8,1,1025.2,8,1,1022.8,0,8,1
2016/12/12,11.0,8,1,6.6,8,1,15.8,8,1,9.0,0,8,1,2.2,0,8,1,0,1,8,1,0,1,8,1,1.7,8,1,5.1,8,ìÏìå,8,1,8.7,8,1,1021.3,8,1,67,8,1,38,8,1,10.0,8,1,6.48,8,1,9.3,8,ìÏìå,8,1,ìÏìå,8,1,1023.2,8,1,1020.3,0,8,1
2016/12/13,12.3,8,1,10.5,8,1,13.7,8,1,14.5,0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,1.5,8,1,4.4,8,ñk,8,1,13.6,8,1,1012.7,8,1,95,8,1,83,8,1,10.0,8,1,1.47,8,1,7.0,8,ñk,8,1,ñk,8,1,1014.5,8,1,1011.2,0,8,1
2016/12/14,10.8,8,1,8.1,8,1,14.0,8,1,25.5,0,8,1,0.1,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,9.1,8,ñk,8,1,10.8,8,1,1011.7,8,1,84,8,1,63,8,1,10.0,8,1,2.10,8,1,14.2,8,ñk,8,1,ñk,8,1,1013.5,8,1,1010.8,0,8,1
2016/12/15,7.9,8,1,6.2,8,1,10.1,8,1,13.5,0,8,1,2.2,0,8,1,0,1,8,1,0,1,8,1,3.8,8,1,8.5,8,ñkêº,8,1,7.4,8,1,1016.1,8,1,70,8,1,42,8,1,9.5,8,1,6.39,8,1,15.0,8,ñkêº,8,1,êºñkêº,8,1,1017.9,8,1,1015.9,0,8,1
2016/12/16,6.1,8,1,3.1,8,1,9.0,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,0,1,8,1,4.0,8,1,8.4,8,ñkñkêº,8,1,5.0,8,1,1022.2,8,1,53,8,1,38,8,1,5.5,8,1,9.10,8,1,15.3,8,ñkñkêº,8,1,êºñkêº,8,1,1024.1,8,1,1019.9,0,8,1
2016/12/17,7.4,8,1,3.0,8,1,12.0,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,0,1,8,1,1.8,8,1,4.1,8,ñkêº,8,1,7.0,8,1,1027.6,8,1,68,8,1,51,8,1,4.3,8,1,11.12,8,1,6.4,8,ñkêº,8,1,ìÏìå,8,1,1029.5,8,1,1026.4,0,8,1
